,Date of Funding Event,Event ID,Event Type,Funding in USD,Target Company ID,countries,clusters,Target Name,isProfileOrganization,Quarter of Funding Event,Year of Funding Event
116,#########,"(u'66251619-bd44-27ee-441e-e5e6ba7b3b12',)",Private Investment,0,9c2ab593-cce2-239c-0447-f7304a035e7a,India,"Ecommerce, Marketing automation, Shoppers, Retail technology",Zepo,TRUE,2,2011
117,#########,"(u'e6f3c16b-190b-83e2-3ee8-a5a5f46377c0',)",Private Investment,501173,9c2ab593-cce2-239c-0447-f7304a035e7a,India,"Ecommerce, Marketing automation, Shoppers, Retail technology",Zepo,TRUE,3,2017
118,#########,"(u'95cf96c5-2a3c-0b28-349a-9aa607704ee9',)",Private Investment,0,9c2ab593-cce2-239c-0447-f7304a035e7a,India,"Ecommerce, Marketing automation, Shoppers, Retail technology",Zepo,TRUE,3,2014
119,#########,"(u'749525b6-f886-4365-8c48-834b48c43e1a',)",Private Investment,650000,f5d8a628-296a-45cd-a0ce-05c923550fe6,Thailand,"Food and beverage, Kitchen, Grocery, Food delivery",EATLAB,TRUE,2,2018
120,#########,"(u'e17c26e8-78ce-4408-810c-cc1d3baffb68',)",Private Investment,2200000,74fb8118-b946-401b-958e-339e49c64f36,Spain,"Bots, Chatbots, Conversational ai, Messenger",Landbot,TRUE,3,2018
121,#########,"(u'52fe4f8a-d4bd-4b19-9da6-c367db09ad0e',)",Private Investment,0,74fb8118-b946-401b-958e-339e49c64f36,Spain,"Bots, Chatbots, Conversational ai, Messenger",Landbot,TRUE,4,2016
122,#########,"(u'618401837',)",Private Investment,2900000,d15134a3237b9d467aacfec6c9e3123e,China,"Sentiment, Customer feedback, Employee experience, Text analytics","Beijing Hanhai Clustar Technology Co., Ltd.",TRUE,2,2019
123,#########,"(u'5319d764-68c9-4bb8-b313-f0a238ab0af6',)",Private Investment,451263,faaee6ff-1e57-4094-a23c-4f9d074339ff,Canada,"Legal, Law, Contract management, Lawyers",Umaneo,TRUE,4,2018
124,#########,"(u'536242013',)",Private Investment,2783638,664292712ee9dcc1160fc1dc8abd6788,United States,"Editing, Instagram, Photo sharing, Reserve a table","Open Space Labs, Inc.",TRUE,3,2017
125,#########,"(u'572898938',)",Private Investment,3300000,61edf99f92103d67103b58d784518d55,Singapore,"Supply chain management, Freight, Shipping, Procurement process",Ocean Freight Exchange,TRUE,3,2018
126,#########,"(u'c0e055d6-9cac-46a4-b0bc-b1a81b74b6c8',)",Private Investment,20000000,e467cd62-9082-478c-c6b8-d836a356d0ab,United States,"Crypto, Wealth management, Traders, Cryptocurrency",HashCash Consultants,TRUE,2,2016
127,#########,"(u'1428e1d4-c31c-42ca-9748-bcfc6825b71d',)",Private Investment,1.25E+08,e467cd62-9082-478c-c6b8-d836a356d0ab,United States,"Crypto, Wealth management, Traders, Cryptocurrency",HashCash Consultants,TRUE,3,2017
128,#########,"(u'bb0747f8-cbce-4cda-9334-43171bb3fb87',)",Private Investment,5000000,e467cd62-9082-478c-c6b8-d836a356d0ab,United States,"Crypto, Wealth management, Traders, Cryptocurrency",HashCash Consultants,TRUE,1,2015
129,#########,"(u'd0715808-5e9f-478d-bf66-37e9d9d265b3',)",Private Investment,10000000,5dfeef7f-e597-4581-9a09-a367ee3cbf40,India,"Influencer, Social media marketing, Content marketing, Advertisers",Webragger,TRUE,1,2019
130,#########,"(u'1897c15c-c277-b44e-46d8-0694c1928b72',)",Private Investment,12500000,23fff173-37ec-cdba-2290-950f6dd0f323,United States,"Equity, Technology startups, Mentorship, Platform for startups",Pioneer Square Labs,TRUE,4,2015
131,#########,"(u'f6671a3f-659b-4420-97a5-a82eb55742ea',)",Private Investment,15000000,23fff173-37ec-cdba-2290-950f6dd0f323,United States,"Equity, Technology startups, Mentorship, Platform for startups",Pioneer Square Labs,TRUE,1,2018
132,#########,"(u'79b44384-3eff-4c37-bef9-fc51865b08a7',)",Private Investment,820182,be70174b-0393-4493-9b95-cf9a06d3c4ea,United Kingdom,"Autonomous vehicles, Fleet, Road, Autonomous driving",Eatron Technologies,TRUE,1,2018
133,#########,"(u'2bb6989a-b6df-4205-b4db-49d78fd94c28',)",Private Investment,17500000,1ef4c0eb-612f-8d10-06ef-e75a6fa0b1f8,Estonia,"Influencer, Social media marketing, Content marketing, Advertisers",AdHive,TRUE,1,2018
134,#########,"(u'1f25862b-b849-4822-85ad-e0ce78d1c0cf',)",Private Investment,1100000,8d202b9d-290a-4bd3-a1e8-67167a7fdd0f,Israel,"Meetings, Sales automation, Prospects, Sales teams",Tiv.ai,TRUE,1,2017
135,#########,"(u'408869244',)",Private Investment,918611,76b53237110f5364b7acdb6edf895ddb,Japan,"Data centers, Migration, Cloud management, Application performance",AzurePower inc.,TRUE,4,2016
136,#########,"(u'44181896-5b4f-440b-a98d-39b9b12e07e2',)",Private Investment,989143,ab9669fb-0923-449c-b784-66ff37f65265,France,"Meetings, Sales automation, Prospects, Sales teams",Pinpo,TRUE,3,2019
137,#########,"(u'1cc46a07-5c61-4e32-b201-c232abb22610',)",Private Investment,126113,ab9669fb-0923-449c-b784-66ff37f65265,France,"Meetings, Sales automation, Prospects, Sales teams",Pinpo,TRUE,1,2018
138,#########,"(u'ce595561-e424-961a-76a3-9c7dab9c7f48',)",Private Investment,2000000,7445b499-c125-7fe6-6528-27840e5f2417,United States,"Facial, Face recognition, Law enforcement, Video surveillance",Machine Perception Technologies,TRUE,3,2012
139,#########,"(u'24f7d38c-989b-e63a-6b4f-78a0e8417484',)",Private Investment,8000000,36c8f9e3-15f6-eac5-0e96-0d103593e307,India,"Topics, Video content, Readers, Personalized content",Spire Innovations Inc.,TRUE,4,2013
140,#########,"(u'0864be87-2289-47aa-857a-a820e60c2109',)",Private Investment,60230,c64db486-ec02-4801-b4f6-847cf5cec509,Spain,"Facial, Face recognition, Law enforcement, Video surveillance",Awaait Artificial Intelligence S.L.,TRUE,1,2015
141,#########,"(u'366c99f8-38d6-4d87-a72d-cd5fdd9f2ecb',)",Private Investment,1199947,c64db486-ec02-4801-b4f6-847cf5cec509,Spain,"Facial, Face recognition, Law enforcement, Video surveillance",Awaait Artificial Intelligence S.L.,TRUE,2,2017
142,#########,"(u'b003f11c-6709-4a1f-9086-e68916077a38',)",Private Investment,7810251,43adbd7f-b160-bb3d-034e-180dae2b80b9,Ireland,"Ecommerce, Marketing automation, Shoppers, Retail technology",Intouch.com,TRUE,4,2019
143,#########,"(u'e24c65a2-6596-47d1-9333-fef66e507be1',)",Private Investment,891321,43adbd7f-b160-bb3d-034e-180dae2b80b9,Ireland,"Ecommerce, Marketing automation, Shoppers, Retail technology",Intouch.com,TRUE,1,2017
144,#########,"(u'cf96722d-06e4-012f-14c1-7ca0128f7201',)",Private Investment,400000,54c650fc-e5f7-f132-55a4-f99abc6d4b39,United States,"Advertisers, Programmatic, Mobile advertising, Real time bidding",Getintent,TRUE,3,2013
145,#########,"(u'2eff6af7-8a3f-9af6-4ea4-f64dc2b9e572',)",Private Investment,1000000,54c650fc-e5f7-f132-55a4-f99abc6d4b39,United States,"Advertisers, Programmatic, Mobile advertising, Real time bidding",Getintent,TRUE,3,2015
146,#########,"(u'f44b7d74-3189-799c-b8b5-d852d8a6a402',)",Private Investment,1300000,5a9aeff7-00ff-6759-26d2-060818b00b6a,United States,"Fashion, Visual search, Shoes, Apparel",RCBI,TRUE,2,2017
147,#########,"(u'551780311',)",Private Investment,950000,40b571ac3c26cf28e560a6ac6007b55d,Singapore,"Medical device, Surgical, Blood, Cardiac",Rock Human Devices,TRUE,3,2018
148,#########,"(u'538155320',)",Private Investment,1000000,471be6bfa6fea33d6940672ce7f50891,Israel,"Player, Esports, Mobile games, Fans",Fantasy Advantage Inc.,TRUE,3,2017
149,#########,"(u'615622624',)",Private Investment,1120825,62497a7f599003ee16b88bb2402d0ec4,France,"Commercial real estate, Landlords, Estate agents, Property management","Where You Love, SAS",TRUE,2,2019
150,#########,"(u'288574672',)",Private Investment,8000000,52d925710499e32f22a0a54e46bf9817,United States,"Sql, Hadoop, Python, Data preparation",Deep Software Foundation,TRUE,2,2015
151,#########,"(u'234303478',)",Private Investment,10000000,52d925710499e32f22a0a54e46bf9817,United States,"Sql, Hadoop, Python, Data preparation",Deep Software Foundation,TRUE,2,2013
152,#########,"(u'269350981',)",Private Investment,0,52d925710499e32f22a0a54e46bf9817,United States,"Sql, Hadoop, Python, Data preparation",Deep Software Foundation,TRUE,4,2012
153,#########,"(u'234697560',)",Private Investment,2000000,52d925710499e32f22a0a54e46bf9817,United States,"Sql, Hadoop, Python, Data preparation",Deep Software Foundation,TRUE,1,2011
154,#########,"(u'570789667',)",Private Investment,2196837,8e9be1d5e064c2b5c8037281ac618bdf,Japan,"Equity, Technology startups, Mentorship, Platform for startups","TIGALA Co., Ltd.",TRUE,4,2018
155,#########,"(u'541354926',)",Private Investment,1.69E+08,82d9ddd97723dadd4cf9bcb1b499bd3e,United Kingdom,"Fashion, Visual search, Shoes, Apparel",The Hut Group Limited,TRUE,3,2017
156,#########,"(u'589793297',)",Private Investment,2618476,7fdc7bda30ffd9a095d1457bd3d827c4,United Kingdom,"Fashion, Visual search, Shoes, Apparel",Thread Online Limited,TRUE,4,2018
157,#########,"(u'601867986',)",Private Investment,1750000,889d1ccf4ce210248bd4022a80dde6c9,United States,"Student, Edtech, Children, Career","Trayt, Inc.",TRUE,4,2016
158,#########,"(u'537000866',)",Private Investment,5395905,fa389a8c55d6f113848c87169a58ae2b,China,"Facial, Face recognition, Law enforcement, Video surveillance","Yiyu Intelligent Technology (Shanghai) Co., Ltd.",TRUE,3,2017
159,#########,"(u'311632854',)",Private Investment,12500000,9b2715f691aab28a538a3d914ba10564,United States,"Equity, Technology startups, Mentorship, Platform for startups",Pioneer Square Labs Holdings LLC,TRUE,4,2015
160,#########,"(u'550009941',)",Private Investment,15073000,9b2715f691aab28a538a3d914ba10564,United States,"Equity, Technology startups, Mentorship, Platform for startups",Pioneer Square Labs Holdings LLC,TRUE,1,2018
161,#########,"(u'610242655',)",Private Investment,1000000,b251f6ba587e8dacfd8f08d8ab0b5043,United States,"Crypto, Wealth management, Traders, Cryptocurrency",Path Network LLC,TRUE,2,2019
162,#########,"(u'326501585',)",Private Investment,863542,5fc426869a4e9510adeb2ab5c335f9e7,Japan,"Speech recognition, Musical, Podcasts, Songs",GENEX Solutions Inc.,TRUE,1,2016
163,#########,"(u'290184861',)",Private Investment,1083424,5fc426869a4e9510adeb2ab5c335f9e7,Japan,"Speech recognition, Musical, Podcasts, Songs",GENEX Solutions Inc.,TRUE,1,2015
164,#########,"(u'608489245',)",Private Investment,24500000,526a60c6a92b4142c8bc5af7fdf62ce6,United States,"Data centers, Migration, Cloud management, Application performance","MemVerge, Inc.",TRUE,2,2019
165,#########,"(u'546935522',)",Private Investment,3500000,efeab21c50794c4063f96a302d50929b,United States,"Editing, Instagram, Photo sharing, Reserve a table","Mirror AI, Inc.",TRUE,4,2017
166,#########,"(u'531029865',)",Merger/Acquisition,38500000,a53613ca044fbb129d5ebe53606d42cd,United States,"Advertisers, Programmatic, Mobile advertising, Real time bidding","nToggle, Inc.",TRUE,3,2017
167,#########,"(u'283593677',)",Private Investment,5600000,a53613ca044fbb129d5ebe53606d42cd,United States,"Advertisers, Programmatic, Mobile advertising, Real time bidding","nToggle, Inc.",TRUE,1,2015
168,#########,"(u'589167094',)",Public Offering,51150000,051ee871fd97d2f08be2d3c67046b263,China,"Lending, Loans, Credit score, Consumer finance","360 Finance, Inc.",TRUE,4,2018
169,#########,"(u'601584575',)",Private Investment,14000000,6bf3e794795f1cd018d0f8ec4bc24ab4,Denmark,"Bots, Chatbots, Conversational ai, Messenger",Dixa ApS,TRUE,1,2019
170,#########,"(u'403381201',)",Private Investment,447803,01f81a3cecd9ea42083d3e05e19f92e8,France,"Bots, Chatbots, Conversational ai, Messenger",Vocal Apps SAS,TRUE,3,2016
171,#########,"(u'631541183',)",Private Investment,14000000,685133ed0c04ac469ac899969e4c0bdb,United States,"Student, Edtech, Children, Career",Fuel50 Inc.,TRUE,3,2019
172,#########,"(u'116892785',)",Merger/Acquisition,1.71E+08,4e20e1a903c8fe8bfee579a666232671,Taiwan,"Food and beverage, Kitchen, Grocery, Food delivery",AAEON Technology Inc.,TRUE,1,2011
173,#########,"(u'318329164',)",Private Investment,3050408,94b7b9d5abc721ae92e5cbad58f3f4a4,China,"Drug, Cancer, Therapy, Genomic","Hubei Dinglong Ai Visual Communication Technology Co., Ltd.",TRUE,2,2016
174,#########,"(u'592124743',)",Private Investment,18000000,41448de61b35b952171228e5515aa741,United States,"Invoices, Medium businesses, Cash flow, Receipts",Botkeeper Inc.,TRUE,4,2018
175,#########,"(u'550730057',)",Private Investment,4500000,41448de61b35b952171228e5515aa741,United States,"Invoices, Medium businesses, Cash flow, Receipts",Botkeeper Inc.,TRUE,1,2018
176,#########,"(u'304899286',)",Private Investment,839443,775078730817562ae586941f14267a54,United States,"Fashion, Visual search, Shoes, Apparel",boomApp,TRUE,2,2015
177,#########,"(u'321080082',)",Private Investment,2500000,01b9b12254facd00354907068089f7f8,United States,"Drug, Cancer, Therapy, Genomic","Spektron Systems, LLC",TRUE,1,2017
178,#########,"(u'580978385',)",Private Investment,2.34E+08,0d6e0bcbcab4bbfbbf749b943c129597,China,"Autonomous vehicles, Fleet, Road, Autonomous driving","Banma Technologies Co., Ltd",TRUE,3,2018
179,#########,"(u'559369309',)",Merger/Acquisition,3500000,01658dffc2151bfeb83a885aa2c93647,United States,"Bots, Chatbots, Conversational ai, Messenger","FluidM, Inc.",TRUE,1,2017
180,#########,"(u'572350716',)",Private Investment,100000,3213aab0c8ecc25e861a49d1482e7289,United States,"Semiconductor, Chips, Processors, Low power",ArtBnk LLC,TRUE,2,2018
181,#########,"(u'631640216',)",Private Investment,0,3213aab0c8ecc25e861a49d1482e7289,United States,"Semiconductor, Chips, Processors, Low power",ArtBnk LLC,TRUE,3,2019
182,#########,"(u'529503295',)",Private Investment,2475000,3213aab0c8ecc25e861a49d1482e7289,United States,"Semiconductor, Chips, Processors, Low power",ArtBnk LLC,TRUE,1,2018
183,#########,"(u'559369432',)",Public Offering,3.11E+08,1e7b05a24c0ab45797ccb714e94142c9,United States,"Student, Edtech, Children, Career","Pluralsight, Inc.",TRUE,2,2018
184,#########,"(u'183554083',)",Minority Stake,41847944,6403bc7293659495d3b0e37e71325fdf,United Kingdom,"Insurtech, Insurance industry, Underwriting, Insurance products",AI Claims Solutions plc,TRUE,2,2012
185,#########,"(u'154106723',)",Minority Stake,7039007,6403bc7293659495d3b0e37e71325fdf,United Kingdom,"Insurtech, Insurance industry, Underwriting, Insurance products",AI Claims Solutions plc,TRUE,1,2012
186,#########,"(u'212555493',)",Minority Stake,5336271,6403bc7293659495d3b0e37e71325fdf,United Kingdom,"Insurtech, Insurance industry, Underwriting, Insurance products",AI Claims Solutions plc,TRUE,2,2012
187,#########,"(u'586324717',)",Private Investment,2000000,3c49aa6a5d89ec35db60f3295d551423,United States,"Ecommerce, Marketing automation, Shoppers, Retail technology","Omnify.ai, Inc.",TRUE,4,2018
188,#########,"(u'555162126',)",Private Investment,1000000,050f2b1d6bd68154473e5d78e3705a18,India,"Ecommerce, Marketing automation, Shoppers, Retail technology",Tuple Technologies,TRUE,1,2018
189,#########,"(u'322516652',)",Private Investment,3000000,d5ee1f05c7188bad9c3e4274fb116c32,United States,"Speech recognition, Musical, Podcasts, Songs","Speak Music, Inc.",TRUE,4,2016
190,#########,"(u'547653272',)",Private Investment,448000,16db0a03fa8c0df33e9a941630366ea7,United States,"Student, Edtech, Children, Career","madeBOS, Inc.",TRUE,4,2017
191,#########,"(u'429896104',)",Private Investment,86522,16db0a03fa8c0df33e9a941630366ea7,United States,"Student, Edtech, Children, Career","madeBOS, Inc.",TRUE,3,2017
192,#########,"(u'607923523',)",Private Investment,3367003,a8d3af35318cc0c604fa345147de61f4,France,"Drug, Cancer, Therapy, Genomic",SeqOne S.A.S.,TRUE,1,2019
193,#########,"(u'414843123',)",Private Investment,955000,5caf9fe4e00d912020159b0533199222,United States,"Augmented reality, Vr, Virtual reality, Ar","Uru, Inc.",TRUE,1,2017
194,#########,"(u'577078008',)",Private Investment,13000000,505af4ccee797decd201a68bc7f363c9,United States,"Lending, Loans, Credit score, Consumer finance","Mines.io, Inc.",TRUE,3,2018
195,#########,"(u'321151195',)",Private Investment,1899997,505af4ccee797decd201a68bc7f363c9,United States,"Lending, Loans, Credit score, Consumer finance","Mines.io, Inc.",TRUE,4,2015
196,#########,"(u'261849198',)",Private Investment,608898,505af4ccee797decd201a68bc7f363c9,United States,"Lending, Loans, Credit score, Consumer finance","Mines.io, Inc.",TRUE,2,2014
197,#########,"(u'540719257',)",Private Investment,497000,505af4ccee797decd201a68bc7f363c9,United States,"Lending, Loans, Credit score, Consumer finance","Mines.io, Inc.",TRUE,4,2017
198,#########,"(u'597172140',)",Private Investment,16000000,11ca31f4610d632bc3fb0c5186f47ebd,United States,"Doctors, Hospital, Physicians, Medication","Health at Scale , Corp.",TRUE,2,2019
199,#########,"(u'571946090',)",Private Investment,1475405,fd2f73f5b598a3d0b4586f1aa5ab18ae,China,"Facial, Face recognition, Law enforcement, Video surveillance","Shushu Information Technology (Shanghai) Co., Ltd.",TRUE,4,2016
200,#########,"(u'571946955',)",Private Investment,0,fd2f73f5b598a3d0b4586f1aa5ab18ae,China,"Facial, Face recognition, Law enforcement, Video surveillance","Shushu Information Technology (Shanghai) Co., Ltd.",TRUE,2,2016
201,#########,"(u'418287856',)",Private Investment,1073422,bacf0358567494a9046ea2c43913302f,France,"Threat, Network security, Cybersecurity, Security solutions",DATADOME SAS,TRUE,1,2017
202,#########,"(u'552219802',)",Private Investment,3117985,bacf0358567494a9046ea2c43913302f,France,"Threat, Network security, Cybersecurity, Security solutions",DATADOME SAS,TRUE,1,2018
203,#########,"(u'611420738',)",Private Investment,20000000,7c35ebb7c421c0693735bed9d9f313e5,China,"Speech recognition, Musical, Podcasts, Songs","DMAI (Guangzhou) Co., Ltd.",TRUE,3,2018
204,#########,"(u'589751175',)",Private Investment,5000000,37038ce1e5659aa84dc001ab295c3389,Chile,"Student, Edtech, Children, Career",U-Planner,TRUE,4,2018
205,#########,"(u'591749803',)",Private Investment,9000000,05be26db050a4121944c00a1a69695a0,United States,"Crypto, Wealth management, Traders, Cryptocurrency",Visor,TRUE,4,2018
206,#########,"(u'540162491',)",Private Investment,6500000,05be26db050a4121944c00a1a69695a0,United States,"Crypto, Wealth management, Traders, Cryptocurrency",Visor,TRUE,4,2017
207,#########,"(u'611712415',)",Private Investment,3000000,07c9713041e1ac983a14f1c7b505ab76,China,"Industrial automation, Ai robotics, Mobile robot, Warehouse management","Tangshan Intelligent Laser Technology Co., Ltd.",TRUE,1,2019
208,#########,"(u'580872299',)",Private Investment,5000000,64bfecb682fbd0bda6cdd52f0dd13f3b,United States,"Recruiting, Candidate, Hiring process, Recruiters","HireTeamMate, Inc.",TRUE,3,2018
209,#########,"(u'538920188',)",Private Investment,10500000,9e510b589489d8e08d957f8b4cadd642,United States,"Data centers, Migration, Cloud management, Application performance","Legion Technologies, Inc.",TRUE,3,2017
210,#########,"(u'612569900',)",Private Investment,1100000,0d39e99d0399e4913b6748993c89da58,United States,"Fraud detection, Merchants, Laundering, Personal finance","Vital4Data, Inc.",TRUE,2,2019
211,#########,"(u'383137553',)",Private Investment,20000000,682550e0c678df3fe404e7cb90f1449c,Israel,"Ecommerce, Marketing automation, Shoppers, Retail technology","Mobius Solutions, Ltd.",TRUE,3,2016
212,#########,"(u'546489549',)",Private Investment,4700000,73d2e5e0fade8d8f926b95be314bad1e,United States,"Drone, Satellite, Unmanned, Remote sensing",Aeronyde Corporation,TRUE,4,2017
213,#########,"(u'244033643',)",Private Investment,0,6225c98b2d66f7bef4507f914be651f6,United States,"Advertisers, Programmatic, Mobile advertising, Real time bidding","Taptica, Inc.",TRUE,3,2013
214,#########,"(u'269406212',)",Merger/Acquisition,16219985,6225c98b2d66f7bef4507f914be651f6,United States,"Advertisers, Programmatic, Mobile advertising, Real time bidding","Taptica, Inc.",TRUE,4,2014
215,#########,"(u'303850574',)",Private Investment,2479572,506f7ba599c4eb98eebe30b831a88532,France,"Editing, Instagram, Photo sharing, Reserve a table",Wingit S.A.S,TRUE,2,2015
216,#########,"(u'260707570',)",Private Investment,1159821,506f7ba599c4eb98eebe30b831a88532,France,"Editing, Instagram, Photo sharing, Reserve a table",Wingit S.A.S,TRUE,1,2014
217,#########,"(u'408476859',)",Private Investment,1500000,506f7ba599c4eb98eebe30b831a88532,France,"Editing, Instagram, Photo sharing, Reserve a table",Wingit S.A.S,TRUE,3,2016
218,#########,"(u'408475065',)",Private Investment,0,506f7ba599c4eb98eebe30b831a88532,France,"Editing, Instagram, Photo sharing, Reserve a table",Wingit S.A.S,TRUE,4,2016
219,#########,"(u'259891987',)",Private Investment,0,18b509470b32918b7df847c7e803083f,United States,"Student, Edtech, Children, Career",EdCast Inc.,TRUE,3,2014
220,#########,"(u'559595045',)",Private Investment,10619944,18b509470b32918b7df847c7e803083f,United States,"Student, Edtech, Children, Career",EdCast Inc.,TRUE,2,2018
